name_en,name_he,is_primary,family_en,atc_code,source,brand_names,source_deck,deck_topic,category_code,notes
Salmeterol/fluticasone,,True,LABA+ICS Combination,R03AK06,Slides,Advair,17,Respiratory,RESP,DPI or MDI; asthma + COPD
Formoterol/budesonide,,True,LABA+ICS Combination,R03AK07,Slides,Symbicort,17,Respiratory,RESP,Also approved for as-needed (SMART therapy)
Formoterol/mometasone,,True,LABA+ICS Combination,R03AK,Slides,Dulera,17,Respiratory,RESP,MDI
Vilanterol/fluticasone,,True,LABA+ICS Combination,R03AK10,Slides,Breo Ellipta,17,Respiratory,RESP,Once-daily; COPD (also asthma)
Ipratropium,,True,SAMA,R03BB01,Slides,Atrovent,17,Respiratory,RESP,Often combined with albuterol (Combivent)
Tiotropium,,True,LAMA,R03BB04,Slides,Spiriva,17,Respiratory,RESP,Once-daily; COPD mainstay; also approved for asthma
Aclidinium,,True,LAMA,R03BB05,Slides,Tudorza Pressair,17,Respiratory,RESP,Twice-daily; COPD
Montelukast,,True,Leukotriene Modifiers,R03DC03,Slides,Singulair,17,Respiratory,RESP,LT receptor antagonist; asthma + allergic rhinitis; oral; black box: neuropsych effects
Zafirlukast,,True,Leukotriene Modifiers,R03DC01,Slides,Accolate,17,Respiratory,RESP,LT receptor antagonist; asthma
Zileuton,,True,Leukotriene Modifiers,R03DX02,Slides,Zyflo CR,17,Respiratory,RESP,5-LOX inhibitor; hepatotoxicity monitoring
Oxymetazoline,,True,α-Adrenergic Agonists (nasal),R01AA05,Slides,"Afrin, Dristan",17,Respiratory,RESP,Topical; max 3 days → rebound congestion
Phenylephrine,,True,α-Adrenergic Agonists (nasal),R01BA,Slides,"Neo-Synephrine, Sudafed PE",17,Respiratory,RESP,Oral/topical; debated efficacy orally
Pseudoephedrine,,True,α-Adrenergic Agonists (nasal),R01BA02,Slides,Sudafed,17,Respiratory,RESP,Oral; effective; behind counter (meth precursor)
Dextromethorphan,,False,Antitussives,R05DA09,Slides,Various (Robitussin DM),17,Respiratory,RESP,NMDA antagonist; OTC; abuse potential (high doses)
Codeine,,False,Antitussives,R05DA04,Slides,Various,17,Respiratory,RESP,Opioid; Rx; cross-ref deck 05; often + guaifenesin
Benzonatate,,True,Antitussives,R05DB01,Slides,Tessalon Perles,17,Respiratory,RESP,Local anesthetic-like; peripheral; numbs stretch receptors
Guaifenesin,,True,Expectorants,R05CA10,Slides,Mucinex,17,Respiratory,RESP,Reduces mucus viscosity; OTC; often combined
Cromolyn,,True,Mast Cell Stabilizers,R03BC01,Slides,Nasalcrom,17,Respiratory,RESP,Prophylactic only; 3-4x/day; bad taste; less used
Omalizumab,,True,Anti-IgE,R03DX05,Slides,Xolair,17,Respiratory,RESP,SC q2-4wk; severe allergic asthma; expensive
Roflumilast,,True,PDE4 Inhibitors,R03DX07,Slides,Daliresp,17,Respiratory,RESP,"Oral; severe COPD; nausea, diarrhea, weight loss"
Theophylline,,True,Methylxanthines,R03DA04,Slides,"Elixophyllin, Theo-24, Uniphyl",17,Respiratory,RESP,Narrow TI; serum monitoring; less used; many drug interactions
Olodaterol,,True,Ultra-LABA,R03AC19,ATC,Striverdi Respimat,17,Respiratory,RESP,Once-daily LABA; COPD; approved 2014
Umeclidinium,,True,Additional LAMAs,R03BB07,ATC,Incruse Ellipta,17,Respiratory,RESP,Once-daily LAMA; COPD; approved 2013
Glycopyrronium (inhaled),,True,Additional LAMAs,R03BB06,ATC,Seebri Breezhaler,17,Respiratory,RESP,Once/twice-daily LAMA; COPD
Fluticasone/umeclidinium/vilanterol,,True,Triple Therapy,R03AL08,ATC,Trelegy Ellipta,17,Respiratory,RESP,First triple combo inhaler; COPD + asthma; approved 2017
Mepolizumab,,True,Anti-IL5/IL5R,R03DX09,ATC,Nucala,17,Respiratory,RESP,Anti-IL5; severe eosinophilic asthma; SC q4wk; approved 2015
Benralizumab,,True,Anti-IL5/IL5R,R03DX10,ATC,Fasenra,17,Respiratory,RESP,Anti-IL5Rα; depletes eosinophils; SC q4-8wk; approved 2017
Dupilumab,,True,Anti-IL4/IL13,R03DX,ATC,Dupixent,17,Respiratory,RESP,Anti-IL4Rα; type 2 asthma; also atopic derm; SC q2wk; approved 2018
Tezepelumab,,True,Anti-TSLP,R03DX,ATC,Tezspire,17,Respiratory,RESP,Anti-TSLP; broad asthma phenotypes; SC q4wk; approved 2021
Cyclosporine,,True,Calcineurin Inhibitors,L04AD01,Slides,"Neoral, Sandimmune",18,Immunosuppressants,IMMUN,"Binds cyclophilin; nephrotoxicity, neurotoxicity, hepatotoxicity, HTN, hyperlipidemia, gingival hyperplasia, hirsutism"
Tacrolimus,,True,Calcineurin Inhibitors,L04AD02,Slides,Prograf,18,Immunosuppressants,IMMUN,"Binds FKBP; 10-100x more potent than cyclosporine; nephrotoxicity, neurotoxicity, diabetes, alopecia"
Sirolimus,,True,mTOR Inhibitors,L04AA10,Slides,Rapamune,18,Immunosuppressants,IMMUN,"Binds FKBP but inhibits mTOR (not calcineurin); hyperlipidemia, thrombocytopenia, delayed wound healing"
Everolimus,,True,mTOR Inhibitors,L04AA18,Slides,"Afinitor, Zortress",18,Immunosuppressants,IMMUN,"Sirolimus derivative; also used in oncology (renal cell CA, breast CA); constipation, angioedema"
Belatacept,,True,Co-stimulation Blockers,L04AA28,Slides,Nulojix,18,Immunosuppressants,IMMUN,CTLA4-Ig; blocks Signal 2; IV monthly; renal transplant; risk of PTLD (EBV-related)
Azathioprine,,True,Purine Synthesis Inhibitors,L04AX01,Slides,Imuran,18,Immunosuppressants,IMMUN,"Prodrug of 6-MP; inhibits purine synthesis; bone marrow suppression, hepatotoxicity; avoid with allopurinol"
Mycophenolate mofetil,,True,Purine Synthesis Inhibitors,L04AA06,Slides,CellCept,18,Immunosuppressants,IMMUN,"IMPDH inhibitor; selective for lymphocytes; GI upset, diarrhea, leukopenia; teratogenic"
Mycophenolate sodium,,True,Purine Synthesis Inhibitors,L04AA06,Slides,Myfortic,18,Immunosuppressants,IMMUN,Enteric-coated formulation of mycophenolic acid; same mechanism; less GI upset
Antithymocyte globulin (ATG),,True,Polyclonal Anti-T-cell Antibodies,L04AA04,Slides,"Atgam, Thymoglobulin",18,Immunosuppressants,IMMUN,"Polyclonal; destroys T cells; profound immunosuppression; fever, chills, CMV risk"
Basiliximab,,True,Anti-IL-2 Receptor Antibody,L04AC02,Slides,Simulect,18,Immunosuppressants,IMMUN,Chimeric anti-CD25 mAb; blocks IL-2R; induction in renal transplant; GI side effects; well tolerated
Muromonab-CD3,,True,Polyclonal Anti-T-cell Antibodies,L04AA02,Slides,OKT3 (discontinued),18,Immunosuppressants,IMMUN,Anti-CD3 mAb; destroys T cells; cytokine release syndrome; historically important; withdrawn
Prednisone,,False,Glucocorticoids (Immunosuppressive),H02AB07,Slides,—,18,Immunosuppressants,IMMUN,Oral prodrug → prednisolone; most common oral steroid in transplant; many systemic side effects
Prednisolone,,False,Glucocorticoids (Immunosuppressive),H02AB06,Slides,"Orapred, Prelone",18,Immunosuppressants,IMMUN,Active form; oral/IV; used when hepatic conversion impaired
Methylprednisolone,,False,Glucocorticoids (Immunosuppressive),H02AB04,Slides,"Medrol, Solu-Medrol",18,Immunosuppressants,IMMUN,IV pulse for acute rejection; high-dose; also used in autoimmune flares
Voclosporin,,True,Voclosporin (novel CNI),L04AD03,ATC,Lupkynis,18,Immunosuppressants,IMMUN,Modified cyclosporine; lupus nephritis; approved 2021; fixed dose; improved metabolic profile
Tofacitinib,,True,JAK Inhibitors,L04AA29,ATC,Xeljanz,18,Immunosuppressants,IMMUN,"JAK1/3 inhibitor; RA, UC, psoriatic arthritis; approved 2012; infection/VTE risk"
Baricitinib,,True,JAK Inhibitors,L04AA37,ATC,Olumiant,18,Immunosuppressants,IMMUN,"JAK1/2 inhibitor; RA, atopic dermatitis; approved 2018; also used in COVID-19"
Upadacitinib,,True,JAK Inhibitors,L04AA44,ATC,Rinvoq,18,Immunosuppressants,IMMUN,"Selective JAK1 inhibitor; RA, UC, atopic derm, Crohn's; approved 2019"
Propranolol,פרופרנולול,True,F01,,Slide 22,"Inderal, Deralin",19,Antihypertensives,CV,
Nadolol,נדולול,True,F01,,Slide 22,Corgard,19,Antihypertensives,CV,
Timolol,טימולול,True,F01,,Slide 22,Blocadren,19,Antihypertensives,CV,
Pindolol,פינדולול,True,F01,,"Slide 22,26",Visken,19,Antihypertensives,CV,
Penbutolol,פנבוטולול,True,F01,,Slide 22,Levatol,19,Antihypertensives,CV,
Metoprolol,מטופרולול,True,F02,,Slide 22,"Lopressor, Toprol-XL",19,Antihypertensives,CV,
Atenolol,אטנולול,True,F02,,Slide 22,Tenormin,19,Antihypertensives,CV,
Nebivolol,נביבולול,True,F02,,Slide 22,Bystolic,19,Antihypertensives,CV,
Bisoprolol,ביסופרולול,True,F02,,Slide 22,Zebeta,19,Antihypertensives,CV,
Betaxolol,בטקסולול,True,F02,,Slide 22,Kerlone,19,Antihypertensives,CV,
Esmolol,אסמולול,True,F02,,Slide 22,Brevibloc,19,Antihypertensives,CV,
Acebutolol,אצבוטולול,True,F03,,"Slide 22,26",Sectral,19,Antihypertensives,CV,
Pindolol,פינדולול,True,F03,,Slide 26,Visken,19,Antihypertensives,CV,
Labetalol,לבטלול,True,F04,,Slide 25,Trandate,19,Antihypertensives,CV,
Carvedilol,קרבדילול,True,F04,,Slide 25,Coreg,19,Antihypertensives,CV,
Prazosin,פרזוסין,True,F05,,Slide 27,Minipress,19,Antihypertensives,CV,
Doxazosin,דוקסזוסין,True,F05,,Slide 27,Cardura,19,Antihypertensives,CV,
Terazosin,טרזוסין,True,F05,,Slide 27,Hytrin,19,Antihypertensives,CV,
Captopril,קפטופריל,True,F06,,Slide 30,Capoten,19,Antihypertensives,CV,
Enalapril,אנלפריל,True,F06,,Slide 30,Vasotec,19,Antihypertensives,CV,
Lisinopril,ליסינופריל,True,F06,,Slide 30,"Prinivil, Zestril",19,Antihypertensives,CV,
Fosinopril,פוסינופריל,True,F06,,Slide 30,Monopril,19,Antihypertensives,CV,
Ramipril,רמיפריל,True,F06,,Slide 30,Altace,19,Antihypertensives,CV,
Perindopril,פרינדופריל,True,F06,,Slide 30,Aceon,19,Antihypertensives,CV,
Trandolapril,טרנדולפריל,True,F06,,Slide 30,Mavik,19,Antihypertensives,CV,
Quinapril,קווינפריל,True,F06,,Slide 30,Accupril,19,Antihypertensives,CV,
Benazepril,בנזפריל,True,F06,,Slide 30,Lotensin,19,Antihypertensives,CV,
Moexipril,מואקסיפריל,True,F06,,Slide 30,Univasc,19,Antihypertensives,CV,
Losartan,לוסרטן,True,F07,,Slide 32,Cozaar,19,Antihypertensives,CV,
Irbesartan,אירבסרטן,True,F07,,Slide 32,Avapro,19,Antihypertensives,CV,
Candesartan,קנדסרטן,True,F07,,Slide 32,Atacand,19,Antihypertensives,CV,
Valsartan,ולסרטן,True,F07,,Slide 32,Diovan,19,Antihypertensives,CV,
Telmisartan,טלמיסרטן,True,F07,,Slide 32,Micardis,19,Antihypertensives,CV,
Olmesartan,אולמסרטן,True,F07,,Slide 32,Benicar,19,Antihypertensives,CV,
Eprosartan,אפרוסרטן,True,F07,,Slide 32,Teveten,19,Antihypertensives,CV,
Azilsartan medoxomil,אזילסרטן מדוקסומיל,True,F07,,Slide 32,Edarbi,19,Antihypertensives,CV,
Aliskiren,אליסקירן,True,F08,,Slide 33,"Tekturna, Rasilez",19,Antihypertensives,CV,
Spironolactone,ספירונולקטון,False,F09,,Slide 29,Aldactone,19,Antihypertensives,CV,
Eplerenone,אפלרנון,False,F09,,ATC,Inspra,19,Antihypertensives,CV,
Nifedipine,ניפדיפין,True,F10,,Slide 34,"Adalat, Procardia",19,Antihypertensives,CV,
Amlodipine,אמלודיפין,True,F10,,Slide 34,Norvasc,19,Antihypertensives,CV,
Felodipine,פלודיפין,True,F10,,Slide 34,Plendil,19,Antihypertensives,CV,
Isradipine,יסרדיפין,True,F10,,Slide 34,DynaCirc,19,Antihypertensives,CV,
Nicardipine,ניקרדיפין,True,F10,,Slide 34,Cardene,19,Antihypertensives,CV,
Nisoldipine,ניסולדיפין,True,F10,,Slide 34,Sular,19,Antihypertensives,CV,
Clevidipine,קלבידיפין,True,F10,,Slide 34,Cleviprex,19,Antihypertensives,CV,
Verapamil,ורפמיל,True,F11,,Slide 34,"Calan, Isoptin, Verelan",19,Antihypertensives,CV,
Diltiazem,דילטיאזם,True,F12,,Slide 34,"Cardizem, Cartia, Dilacor",19,Antihypertensives,CV,
Clonidine,קלונידין,True,F13,,Slide 36,Catapres,19,Antihypertensives,CV,
Methyldopa,מתילדופה,True,F13,,Slide 36,Aldomet,19,Antihypertensives,CV,
Hydralazine,הידרלזין,True,F14,,Slide 37,Apresoline,19,Antihypertensives,CV,
Minoxidil,מינוקסידיל,True,F14,,Slide 37,"Loniten (oral), Rogaine (topical)",19,Antihypertensives,CV,
Sacubitril/Valsartan,סקוביטריל/ולסרטן,True,F15,,ATC (2015),Entresto,19,Antihypertensives,CV,
Finerenone,פינרנון,False,F16,,ATC (2021),Kerendia,19,Antihypertensives,CV,
Acetazolamide,אצטזולמיד,True,F01,,Slide 12,Diamox,20,Diuretics,CV,Only CA inhibitor in clinical diuretic use; irreversible
Mannitol,מניטול,True,F02,,"Slide 10,14",Osmitrol,20,Diuretics,CV,"IV; filtered freely, not reabsorbed; for cerebral edema, ↑ICP, ↑IOP, acute renal failure"
Urea,אוראה,True,F02,,Slide 10,,20,Diuretics,CV,"IV; similar to mannitol, less commonly used"
Furosemide,פורוסמיד,True,F03,,Slide 16,Lasix,20,Diuretics,CV,Most widely used loop diuretic; IV + oral
Bumetanide,בומטניד,True,F03,,Slide 16,Bumex,20,Diuretics,CV,More potent per mg than furosemide
Torsemide,טורסמיד,True,F03,,Slide 16,Demadex,20,Diuretics,CV,Longer half-life
Ethacrynic acid,חומצה אתקרינית,True,F03,,Slide 16,Edecrin,20,Diuretics,CV,Not sulfonamide-derived; safe in sulfa allergy
Hydrochlorothiazide,הידרוכלורותיאזיד,True,F04,,Slide 19,"Microzide, Esidrix",20,Diuretics,CV,Most common thiazide; HCTZ
Chlorothiazide,כלורותיאזיד,True,F04,,Slide 19,Diuril,20,Diuretics,CV,First thiazide; IV formulation available
Chlorthalidone,כלורתלידון,True,F04,,Slide 19,"Hygroton, Thalitone",20,Diuretics,CV,Thiazide-like; longer acting; preferred for HTN in guidelines
Metolazone,מטולזון,True,F04,,Slide 19,Zaroxolyn,20,Diuretics,CV,Thiazide-like; effective even in renal impairment; synergy with loop diuretics
Indapamide,אינדפמיד,True,F04,,Slide 19,Lozol,20,Diuretics,CV,Thiazide-like; also vasodilator; less metabolic SE
Triamterene,טריאמטרן,True,F05,,Slide 22,Dyrenium,20,Diuretics,CV,Direct ENaC blocker; weak diuretic
Amiloride,אמילוריד,True,F05,,Slide 22,Midamor,20,Diuretics,CV,Direct ENaC blocker; also used for Liddle syndrome
Spironolactone,ספירונולקטון,True,F06,,Slide 22,Aldactone,20,Diuretics,CV,"Steroidal MRA; anti-androgenic SE (gynecomastia); also for PCOS, hyperaldosteronism"
Eplerenone,אפלרנון,True,F06,,Slide 22,Inspra,20,Diuretics,CV,Selective steroidal MRA; fewer endocrine SE than spironolactone
Tolvaptan,טולבפטן,True,F07,,Slide 10,"Samsca, Jynarque",20,Diuretics,CV,"V2-receptor antagonist; for SIADH, hyponatremia, PKD"
Dapagliflozin,דפגליפלוזין,False,F08,,ATC (2014),"Forxiga, Farxiga",20,Diuretics,CV,SGLT2 inhibitor; approved HF (2020) + CKD (2021) beyond diabetes
Empagliflozin,אמפגליפלוזין,False,F08,,ATC (2014),Jardiance,20,Diuretics,CV,SGLT2 inhibitor; CV benefit demonstrated (EMPA-REG)
Canagliflozin,קנגליפלוזין,False,F08,,ATC (2013),Invokana,20,Diuretics,CV,SGLT2 inhibitor; first in class (2013)
Nitroglycerin (glyceryl trinitrate),,True,Organic Nitrates & Nitrites,C01DA02,Slides,"Nitrostat, Nitrolingual, Nitro-Dur",22,Angina Pectoris,CV,"High first-pass metabolism; SL (acute, onset 2min/25min duration) or transdermal/sustained-release (chronic, 30min onset/10-12hr); the cornerstone acute anti-anginal"
Isosorbide dinitrate (ISDN),,True,Organic Nitrates & Nitrites,C01DA08,Slides,"Isoket, Isordil",22,Angina Pectoris,CV,"Low first-pass; SL (acute, 5min onset/1hr) or oral slow-release (chronic, 30min/8hr); denitrated to 2 active mononitrates; also used in HF combo with hydralazine (deck 21)"
Isosorbide mononitrate (ISMN),,True,Organic Nitrates & Nitrites,C01DA14,Slides,"Imdur, Monoket",22,Angina Pectoris,CV,Active metabolite of ISDN; oral extended-release (30min onset/12-24hr); 100% bioavailability; preferred for chronic prophylaxis
Ranolazine,,True,Late Sodium Channel Blocker,C01EB18,Slides,Ranexa,22,Angina Pectoris,CV,Add-on therapy when first-line agents insufficient; CYP3A4 substrate (avoid with strong 3A4 inhibitors); may prolong QT; no effect on HR or BP
Propranolol,,False,β-Blockers (anti-anginal),C07AA05,Slides (xref→19),"Inderal, Deralin",22,Angina Pectoris,CV,"Non-selective β1+β2; also used for anxiety, tremor, migraine prophylaxis; avoid in asthma/COPD"
Atenolol,,False,β-Blockers (anti-anginal),C07AB03,Slides (xref→19),"Normalol, Tenormin",22,Angina Pectoris,CV,Cardioselective β1; widely used for stable angina; once-daily dosing
Bisoprolol,,False,β-Blockers (anti-anginal),C07AB07,Slides (xref→19),Concor,22,Angina Pectoris,CV,Cardioselective β1; also approved for HF (deck 21)
Metoprolol,,False,β-Blockers (anti-anginal),C07AB02,Slides (xref→19),"Betaloc, Lopressor",22,Angina Pectoris,CV,Cardioselective β1; tartrate (angina/HTN) vs succinate (HF); short-acting form for angina
Amlodipine,,False,CCBs — DHP (anti-anginal),C08CA01,Slides (xref→19),"Norvasc, Amlodex",22,Angina Pectoris,CV,Long-acting DHP; once-daily; well tolerated; effective for both stable and vasospastic angina
Felodipine,,False,CCBs — DHP (anti-anginal),C08CA02,Slides (xref→19),Plendil,22,Angina Pectoris,CV,DHP; mainly vascular selectivity; extended-release
Nifedipine,,False,CCBs — DHP (anti-anginal),C08CA05,Slides (xref→19),"Adalat, Osmo-Adalat",22,Angina Pectoris,CV,DHP; IR form can cause reflex tachycardia — use extended-release; effective for vasospastic angina
Verapamil,,False,CCBs — non-DHP (anti-anginal),C08DA01,Slides (xref→19),"Ikacor, Calan",22,Angina Pectoris,CV,Phenylalkylamine; ↓HR + ↓contractility; effective for vasospastic angina; avoid in HF and with β-blockers (AV block risk)
Diltiazem,,False,CCBs — non-DHP (anti-anginal),C08DB01,Slides (xref→19),"Tildiem, Cardizem",22,Angina Pectoris,CV,Benzothiazepine; intermediate cardiac/vascular effects; safe in vasospastic angina; caution with β-blockers
Aspirin,,False,Antithrombotic (ACS),B01AC06,Slides (xref→07),"Micropirin, Aspirin Cardio, Cartia",22,Angina Pectoris,CV,Low-dose (75-100mg); irreversible COX-1 inhibition; cornerstone of ACS/CAD secondary prevention
Heparin (UFH),,False,Antithrombotic (ACS),B01AB01,Slides (xref→07),Heparin,22,Angina Pectoris,CV,IV; acute ACS setting; activates antithrombin III; monitored by aPTT
Warfarin,,False,Antithrombotic (ACS),B01AA03,Slides (xref→07),Coumadin,22,Angina Pectoris,CV,Oral VKA; less commonly used in pure CAD (DOACs and antiplatelets preferred); still used in AF + CAD overlap
Ivabradine,,True,If-Channel Blocker (anti-anginal),C01EB17,Slides (xref→21),"Corlanor, Procoralan",22,Angina Pectoris,CV,Also in slides 25-26 for angina (separate from HF indication in deck 21); ↓HR by slowing diastolic depolarization; luminous phenomena
Ticagrelor,,False,P2Y12 Inhibitors (ACS),B01AC24,ATC (xref→07),Brilinta,22,Angina Pectoris,CV,Reversible P2Y12 blocker; preferred over Clopidogrel for ACS; faster onset; already in deck 07
Prasugrel,,False,P2Y12 Inhibitors (ACS),B01AC22,ATC (xref→07),Effient,22,Angina Pectoris,CV,Irreversible P2Y12; more potent than Clopidogrel; higher bleeding risk; already in deck 07
Nicorandil,,True,Nicorandil (K-ATP + nitrate),C01DX12,ATC,"Ikorel, Dancor, Sigmart",22,Angina Pectoris,CV,Not in slides; dual mechanism (K-ATP opener + NO donor); used in Europe/Japan; oral ulcers as notable side effect; not FDA-approved
Quinidine,,True,Class IA,C01BA01,Slides,Quinidine Sulfate,23,Cardiac Arrhythmia,CV,Also blocks K+/Ca²+ channels + α1; Torsades de Pointes risk; cinchonism toxicity; Pgp inhibitor; CYP450 substrate/inhibitor
Procainamide,,True,Class IA,C01BA02,Slides,Pronestyl,23,Cardiac Arrhythmia,CV,IV hypotension; lupus-like syndrome with chronic use; NAPA active metabolite (class III activity)
Disopyramide,,True,Class IA,C01BA03,Slides,Norpace,23,Cardiac Arrhythmia,CV,"Strong anticholinergic effects (dry mouth, urinary retention); negative inotropic → avoid in HF"
Lidocaine,,False,Class IB,C01BB01,Slides,Xylocaine (IV),23,Cardiac Arrhythmia,CV,"IV only for cardiac use; ventricular arrhythmias; also local anesthetic (deck 14); CNS toxicity (nystagmus, confusion, slurred speech)"
Mexiletine,,True,Class IB,C01BB02,Slides,Mexitil,23,Cardiac Arrhythmia,CV,Oral alternative to lidocaine; for chronic ventricular arrhythmias; CNS side effects
Flecainide,,True,Class IC,C01BC04,Slides,Tambocor,23,Cardiac Arrhythmia,CV,Also has β-blocking activity; for supraventricular arrhythmias WITHOUT structural heart disease; CAST trial showed increased mortality post-MI
Propafenone,,True,Class IC,C01BC03,Slides,Rytmonorm,23,Cardiac Arrhythmia,CV,Also mild β-blocker; contraindicated in asthma; for AF without structural disease; CNS side effects; worsens HF
Metoprolol,,False,Class II (β-Blocker),C07AB02,Slides (xref→19),Betaloc,23,Cardiac Arrhythmia,CV,"Most commonly used for AF rate control, post-MI arrhythmia prevention; also in SVT"
Esmolol,,False,Class II (β-Blocker),C07AB09,Slides (xref→19),Brevibloc,23,Cardiac Arrhythmia,CV,Ultra-short acting IV; t½ ~9 min; for intraoperative arrhythmias; easily titratable
Atenolol,,False,Class II (β-Blocker),C07AB03,Slides (xref→19),Normalol,23,Cardiac Arrhythmia,CV,Cardioselective; for arrhythmia prevention
Sotalol,,True,Class III (also β-blocker),C07AA07,Slides,"Sotacor, Betapace",23,Cardiac Arrhythmia,CV,Dual: non-selective β-blocker + K+ channel blocker; bronchospasm + bradycardia (β) + Torsades (K+); for general arrhythmias
Amiodarone,,True,Class III (multi-channel),C01BD01,Slides,"Cordarone, Pacerone",23,Cardiac Arrhythmia,CV,"Blocks Na+/K+/Ca²+ channels; most effective antiarrhythmic; many side effects (thyroid, lung fibrosis, corneal deposits, photosensitivity); many drug interactions; low-dose + close monitoring now standard; for refractory arrhythmias"
Dronedarone,,True,Class III,C01BD07,Slides,Multaq,23,Cardiac Arrhythmia,CV,Amiodarone analog without iodine; fewer thyroid/pulmonary effects; less effective; contraindicated in severe HF (ANDROMEDA trial)
Ibutilide,,True,Class III,C01BD05,Slides,Corvert,23,Cardiac Arrhythmia,CV,IV only; for acute conversion of atrial flutter/fibrillation; Torsades risk; hospital use only
Dofetilide,,True,Class III (pure K+ blocker),C01BD04,Slides,Tikosyn,23,Cardiac Arrhythmia,CV,Pure IKr blocker; first-line for AF conversion; hospital initiation required (Torsades monitoring); renal dose adjustment
Verapamil,,False,Class IV (CCB),C08DA01,Slides (xref→19),Ikacor,23,Cardiac Arrhythmia,CV,"Cardiac depression; for nodal arrhythmias + AF rate control; many interactions (CYP450, Pgp)"
Diltiazem,,False,Class IV (CCB),C08DB01,Slides (xref→19),Tildiem,23,Cardiac Arrhythmia,CV,For acute SVT + AF rate control; less cardiac depression than Verapamil
Adenosine,,True,Other,C01EB10,Slides,Adenocor,23,Cardiac Arrhythmia,CV,"IV bolus; t½ ~10 sec; first-line for acute SVT; diagnostic (unmasks atrial flutter); flushing, chest tightness, transient asystole"
Magnesium sulfate,,True,Other,A12CC02,Slides,MgSO₄ IV,23,Cardiac Arrhythmia,CV,For Torsades de Pointes; for digitalis-induced arrhythmias; IV administration
Digoxin,,True,Other (cardiac glycoside),C01AA05,Slides (xref→21),Lanoxin,23,Cardiac Arrhythmia,CV,Rate control in AF/flutter; higher antiarrhythmic dose (1-2 ng/mL) vs HF dose (0.5-0.8); narrow TI
Vernakalant,,True,Atrial-selective Na+/K+ blocker,C01BG11,ATC (2010 EU),Brinavess,23,Cardiac Arrhythmia,CV,IV; rapid AF cardioversion (<7 days duration); atrial-selective; not FDA-approved; avoid in HF/hypotension/QT prolongation
Penicillin G,פניצילין G,True,Penicillins,J01CE01,Slide+PDF,,24,Antimicrobials Intro,ANTI,"Pneumonia, gonorrhea, syphilis; does not cross BBB except meningitis"
Penicillin V,פניצילין V,True,Penicillins,J01CE02,Slide,,24,Antimicrobials Intro,ANTI,Oral form; acid-stable
Amoxicillin,אמוקסיצילין,True,Penicillins,J01CA04,PDF,,24,Antimicrobials Intro,ANTI,Extended spectrum; dental prophylaxis; crosses placenta safely
Ampicillin,אמפיצילין,True,Penicillins,J01CA01,Slide,,24,Antimicrobials Intro,ANTI,Extended spectrum; G+ and some G− bacilli
Oxacillin,אוקסצילין,True,Penicillins,J01CF04,Slide,,24,Antimicrobials Intro,ANTI,Penicillinase-resistant; MSSA
Nafcillin,נפצילין,True,Penicillins,J01CF06,Slide,,24,Antimicrobials Intro,ANTI,Penicillinase-resistant
Dicloxacillin,דיקלוקסצילין,True,Penicillins,J01CF01,Slide,,24,Antimicrobials Intro,ANTI,Penicillinase-resistant; oral
Piperacillin,פיפרצילין,True,Penicillins,J01CA12,Slide,,24,Antimicrobials Intro,ANTI,Often combined with tazobactam
Ticarcillin,טיקרצילין,True,Penicillins,J01CA13,Slide,,24,Antimicrobials Intro,ANTI,Often combined with clavulanate
Clavulanic acid,חומצה קלבולנית,True,β-Lactamase Inhibitors,J01CR02,PDF,,24,Antimicrobials Intro,ANTI,Combined with amoxicillin (Augmentin) or ticarcillin
Sulbactam,סולבקטם,True,β-Lactamase Inhibitors,J01CR01,PDF,,24,Antimicrobials Intro,ANTI,Combined with ampicillin (Unasyn)
Tazobactam,טזובקטם,True,β-Lactamase Inhibitors,J01CR05,PDF,,24,Antimicrobials Intro,ANTI,Combined with piperacillin (Tazocin)
Cefazolin,צפזולין,True,Cephalosporins,J01DB04,PDF,,24,Antimicrobials Intro,ANTI,"Strep+Staph, community E.coli; surgical prophylaxis"
Cefuroxime,צפורוקסים,True,Cephalosporins,J01DC02,PDF,,24,Antimicrobials Intro,ANTI,"Broader G−; H.influenzae, Moraxella; pneumonia, UTI"
Cefaclor,צפקלור,True,Cephalosporins,J01DC04,PDF,,24,Antimicrobials Intro,ANTI,"Oral; bronchitis, otitis"
Ceftriaxone,צפטריאקסון,True,Cephalosporins,J01DD04,PDF,,24,Antimicrobials Intro,ANTI,Meningitis first-line; gonorrhea; crosses CSF well
Ceftazidime,צפטזידים,True,Cephalosporins,J01DD02,PDF,,24,Antimicrobials Intro,ANTI,Anti-pseudomonal; severe G− infections
Cefotaxime,צפוטקסים,True,Cephalosporins,J01DD01,Slide,,24,Antimicrobials Intro,ANTI,Broad G−; neonatal meningitis
Cefepime,צפפים,True,Cephalosporins,J01DE01,PDF,,24,Antimicrobials Intro,ANTI,Broad G− incl. Pseudomonas + MSSA + resistant pneumococci
Ceftaroline,צפטרולין,True,Cephalosporins,J01DI02,PDF,,24,Antimicrobials Intro,ANTI,"Covers MRSA, resistant strep, ESBL; skin infections + CAP"
Imipenem,אימיפנם,True,Carbapenems,J01DH51,PDF,,24,Antimicrobials Intro,ANTI,Broadest spectrum; given with cilastatin; meningitis
Meropenem,מרופנם,True,Carbapenems,J01DH02,PDF,,24,Antimicrobials Intro,ANTI,Similar to imipenem; better CNS penetration
